web-scraper-order,web-scraper-start-url,detail_link,detail_link-href,restaurant_name,total_stars,number_of_reviews,cuisine_type,price_class,raw_description,opening_times,address,district,long_lat,all_amenities,lat,long,takes_reservations,delivery,outdoor_seating,good_for_kids,good_for_groups,tv
1705097061-188,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,Fujiya,https://de.yelp.ch/biz/fujiya-glattbrugg?osq=Restaurants,Fujiya,4.5,(13 reviews),Japanisch,3.0,"Japanische Küche eindrücklich zelebriert  Im Restaurant Fujiya of Japan, dem ersten
Teppanyaki-Restaurant der Schweiz, bereiten japanische Spitzenköche vor Ihren Augen
Tischgrill-Spezialitäten mit eindrücklicher Fingerfertigkeit zu.  Hier finden Sie Genuss für Augen un…","11:45 AM - 2:00 PM, 6:00 PM - 11:30 PM",Oberhauserstrasse 30 8152 Glattbrugg,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.431459%2C8.566852&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.431459%2C8.566852&signature=GTYNsQy-f5gTn4yQKZ7H8rgHxKs=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetParkieren auf KundenparkplatzWLAN kostenlosAlle AlkoholikaNicht für Kinder geeignetKein TV,47.431459,8.566852,1.0,0.0,1.0,0.0,1.0,1.0
1705097069-189,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,Rosita’s Food & Drinks,https://de.yelp.ch/biz/rositas-food-und-drinks-z%C3%BCrich?osq=Restaurants,Rosita's Food & Drinks,4.6,(5 reviews),Salat,1.0,,,Lagerstrasse 95 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.379314%2C8.529784&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.379314%2C8.529784&signature=G6BCDuELX54OuR9bq4oK5qML8d4=,Bestellung zum AbholenKeine ReservierungenKeine Sitzplätze im FreienNicht für Gruppen geeignetKein WLAN,47.379314,8.529784,,,1.0,,0.0,
1705097076-190,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,LaSalle,https://de.yelp.ch/biz/lasalle-z%C3%BCrich-3?osq=Restaurants,LaSalle,4.2,(40 reviews),Modern-Europäisch,3.0,"Das LaSalle ist ein klassisch-modernes Restaurant ohne Effekthascherei - weder in der Küche noch
in der Architektur.Die meisten Gerichte haben ihre Wurzeln in der französischen oder italienischen
Küche. Dabei bilden Fisch und Meeresfrüchte den Schwerpunkt, ergänzt durch Fleisch und Geflüg…",11:00 AM - 2:00 AM (Folgetag),Schiffbau Schiffbaustrasse 4 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.388700%2C8.519130&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.388700%2C8.519130&signature=5QspzU5AYN3djDnqW_Ts66xJWjI=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienEdel, TrendyModerate LautstärkeSchickFür Gruppen geeignetParkieren im ParkhausWLAN kostenlosAlle AlkoholikaRauchen nur im Freien erlaubtTVNicht für Kinder geeignetNicht zum Tanzen geeignet",47.3887,8.51913,1.0,0.0,1.0,0.0,1.0,1.0
1705097083-191,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,Piccolo Giardino,https://de.yelp.ch/biz/piccolo-giardino-z%C3%BCrich?osq=Restaurants,Piccolo Giardino,4.3,(22 reviews),Bar,1.0,,11:00 AM - 2:30 AM (Folgetag),Schöneggplatz 9 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380837%2C8.525748&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380837%2C8.525748&signature=APrelCfZLNb8BkQ_l4XSqWxS23w=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetNur Bier & WeinTVKein Billiardtisch,47.380837,8.525748,1.0,0.0,1.0,1.0,1.0,1.0
1705097090-192,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,Wesley’s Kitchen,https://de.yelp.ch/biz/wesleys-kitchen-z%C3%BCrich-2?osq=Restaurants,Wesley's Kitchen,3.5,(23 reviews),Chinesisch,2.0,,"11:30 AM - 2:30 PM, 5:00 PM - 10:00 PM",Josefstrasse 48 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381855%2C8.532708&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381855%2C8.532708&signature=bs-OXDpD1vi6TX_9jlpK1iQnJ0E=,"Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienEdel, LegerLautEmpfehlenswert für: Mittagessen, AbendessenWLAN kostenlosNur Bier & WeinTVNicht für Gruppen geeignetNicht für Kinder geeignetKeine Bedienung",47.381855,8.532708,1.0,0.0,1.0,0.0,0.0,1.0
1705097095-193,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,Restaurant Thach,https://de.yelp.ch/biz/restaurant-thach-z%C3%BCrich?osq=Restaurants,Restaurant Thach,4.5,(2 reviews),Vietnamesisch,,,"11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM",Militärstrasse 84 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.378804%2C8.529779&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.378804%2C8.529779&signature=g8g4iIQIk-DonWyC79d5ymUdYr8=,Reservationen möglich,47.378804,8.529779,1.0,,,,,
1705097103-194,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=40,Ristorante La Pasta,https://de.yelp.ch/biz/ristorante-la-pasta-z%C3%BCrich?osq=Restaurants,Ristorante La Pasta,4.3,(75 reviews),Italienisch,2.0,,"11:30 AM - 2:30 PM, 5:30 PM - 11:00 PM",Niederdorfstrasse 80 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376028%2C8.544166&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376028%2C8.544166&signature=k7jt61kwlZL_8NSYh57UA-ue7Eg=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetBedienungWLAN kostenlosAlle AlkoholikaTV,47.376028,8.544166,1.0,0.0,1.0,1.0,1.0,1.0
1705097119-196,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,Le Muh,https://de.yelp.ch/biz/le-muh-z%C3%BCrich-2?osq=Restaurants,Le Muh,3.8,(26 reviews),Schweizer Küche,2.0,,6:30 AM - 12:00 AM (Folgetag),Schulstrasse 44 8050 Zürich,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.410764%2C8.543725&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.410764%2C8.543725&signature=N9VE1vmPtLKZIE2JF0fjgzbEAIw=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienEdel, LegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetParkieren im ParkhausWLAN kostenlosAlle AlkoholikaTV",47.410764,8.543725,1.0,0.0,1.0,1.0,1.0,1.0
1705097127-197,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,Tantpis,https://de.yelp.ch/biz/tantpis-z%C3%BCrich?osq=Restaurants,Tantpis,4.1,(11 reviews),Mediterran,2.0,"Das Tantpis ist ein aufgeschlossenes, liebevoll eingerichtetes mediterranes Café/Restaurant. Die
freundliche und familiäre Atmosphäre sowie ein reiches Angebot an Speisen und Getränken laden
zum einkehren ein.  Tagsüber servieren wir Speisen aus verschiedenen Küchen der Welt und am A…","10:00 AM - 2:30 PM, 5:30 PM - 11:30 PM",Konradstrasse 73 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.382063%2C8.533306&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.382063%2C8.533306&signature=GjW0dJRsg-KvDZ3-p1QzcQh0t1w=,Reservationen möglichBestellung zum AbholenKein LieferserviceVegane AngeboteSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetParkieren an der StrasseBedienungWLAN kostenlosAlle AlkoholikaRollstuhlgerechtKein TV,47.382063,8.533306,1.0,0.0,1.0,1.0,1.0,1.0
1705097135-198,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,La Rotisserie,https://de.yelp.ch/biz/la-rotisserie-z%C3%BCrich?osq=Restaurants,La Rotisserie,4.6,(8 reviews),Schweizer Küche,3.0,,11:30 AM - 12:00 AM (Folgetag),Weinplatz  2 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.370886%2C8.541641&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.370886%2C8.541641&signature=d38-rUqsV18wOWTQQOAm3EvINHs=,Reservationen möglichKein LieferserviceSitzplätze im FreienEdelLeiseBedienungWLAN kostenlosAlle AlkoholikaRollstuhlgerechtNicht für Gruppen geeignetHunde nicht erlaubtKein TV,47.370886,8.541641,1.0,0.0,1.0,,0.0,1.0
1705097142-199,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,Il Pentagramma,https://de.yelp.ch/biz/il-pentagramma-z%C3%BCrich-2?osq=Restaurants,Il Pentagramma,4.8,(16 reviews),Italienisch,1.0,,9:00 AM - 4:00 PM,Josefstrasse 28 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381144%2C8.533726&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381144%2C8.533726&signature=c5jcgzVmnlQ9AA0RYURt-kgfpxc=,Bestellung zum AbholenKeine ReservierungenKein LieferserviceFür Gruppen geeignetFür Kinder geeignetTVKeine Sitzplätze im FreienKein WLANKein Alkohol,47.381144,8.533726,,0.0,1.0,1.0,1.0,1.0
1705097149-200,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,Fleisch am Chnoche,https://de.yelp.ch/biz/fleisch-am-chnoche-z%C3%BCrich-2?osq=Restaurants,Fleisch am Chnoche,5.0,(2 reviews),BBQ & Barbecue,,"Treffpunkt für einzigartige Gastroerlebnisse in unmittelbarer Stadtnähe, quer durch die
Jahreszeiten: Im Sommer im lauschigen, waldnahen Garten, in freier Natur, am rauschenden
Werenbach. Bei kühler Witterung, in entspannendem Ambiente in unserer gemütlichen weissgede…","11:00 AM - 2:00 PM, 6:00 PM - 12:00 AM (Folgetag)",Trichtenhausenstrasse 235 8053 Zürich,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.350808%2C8.602018&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.350808%2C8.602018&signature=EgazP3ZseSnIXDOVl3pNspoLu8g=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignetParkieren auf KundenparkplatzBedienungWLAN kostenlosAlle AlkoholikaHunde erlaubtRollstuhlgerechtKein TV,47.350808,8.602018,1.0,0.0,1.0,1.0,1.0,1.0
1705097155-201,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,Spiga,https://de.yelp.ch/biz/spiga-z%C3%BCrich?osq=Restaurants,Spiga,4.3,(13 reviews),Italienisch,2.0,,7:00 AM - 11:00 PM,Löwenstrasse 61 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376969%2C8.538036&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376969%2C8.538036&signature=I1dLzUYBOg8p0BDdvGKLnouCkaI=,Reservationen möglichLieferung möglichBestellung zum AbholenLautFür Gruppen geeignetFür Kinder geeignetWLAN kostenlosNur Bier & WeinTVKeine Sitzplätze im Freien,47.376969,8.538036,1.0,1.0,1.0,1.0,1.0,1.0
1705097167-203,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,4Leoni,https://de.yelp.ch/biz/4leoni-z%C3%BCrich?osq=Restaurants,4Leoni,4.7,(3 reviews),Italienisch,3.0,,"11:30 AM - 2:30 PM, 6:00 PM - 11:30 PM",Luisenstrasse 43 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384275%2C8.530161&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384275%2C8.530161&signature=Mmf4neUYfqriqgl0H62VJJ1KJ54=,Reservationen möglichModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetBedienungAlle AlkoholikaTV,47.384275,8.530161,1.0,,,1.0,1.0,1.0
1705097174-204,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,Schipfe 16,https://de.yelp.ch/biz/schipfe-16-z%C3%BCrich?osq=Restaurants,Schipfe 16,4.0,(13 reviews),Schweizer Küche,2.0,,10:00 AM - 10:00 PM,Schipfe 16 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.373123%2C8.541737&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.373123%2C8.541737&signature=QiInVVzOIpMO5UDbsEByj-LDl2s=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienFür Kinder geeignetAlle AlkoholikaTVNicht für Gruppen geeignet,47.373123,8.541737,1.0,0.0,1.0,1.0,0.0,1.0
1705097181-205,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=30,b.good,https://de.yelp.ch/biz/b-good-z%C3%BCrich-2?osq=Restaurants,b.good,3.9,(14 reviews),Burger,1.0,,11:30 AM - 10:30 PM,Langstrasse 211 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383060%2C8.529982&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383060%2C8.529982&signature=3G7dA7SMET100FXCbe_Tb7whZkU=,Bestellung zum AbholenKeine ReservierungenKein LieferserviceFür Gruppen geeignetFür Kinder geeignetWLAN kostenlosNur Bier & WeinTVKeine Sitzplätze im FreienKeine BedienungKein Drive-In,47.38306,8.529982,,0.0,1.0,1.0,1.0,1.0
1705097192-206,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Yamas,https://de.yelp.ch/biz/yamas-z%C3%BCrich?osq=Restaurants,Yamas,4.5,(6 reviews),Weinbar,2.0,,9:00 AM - 12:00 AM (Folgetag),Lagerstrasse 48 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.378700%2C8.531747&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.378700%2C8.531747&signature=XcEBqsfKv_r1sFDE8FvFzb10NbY=,Reservationen möglichKein LieferserviceSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignet,47.3787,8.531747,1.0,0.0,1.0,1.0,1.0,
1705097200-207,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Damas,https://de.yelp.ch/biz/damas-z%C3%BCrich?osq=Restaurants,Damas,4.7,(7 reviews),Persisch,2.0,,10:00 AM - 12:00 AM (Folgetag),Josefstrasse 151 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384635%2C8.527504&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384635%2C8.527504&signature=gu-_Jq0Me969S3GZtWE0i7Z2gC0=,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im FreienFür Gruppen geeignetFür Kinder geeignetBedienung,47.384635,8.527504,1.0,1.0,1.0,1.0,1.0,
1705097206-208,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Yalla Habibi,https://de.yelp.ch/biz/yalla-habibi-z%C3%BCrich?osq=Restaurants,Yalla Habibi,4.5,(20 reviews),Libanesisch,1.0,Libinische Spezialität halal Fleisch Vigi& Vigan Take AwaY & catering,"11:00 AM - 2:30 PM, 5:00 PM - 11:00 PM",Meinrad Lienerstrasse 27 8003 Zürich,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.375148%2C8.517338&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.375148%2C8.517338&signature=zYg8cvOCdp0NmG6_hW_m8fk7Loc=,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: MittagessenParkieren an der StrasseWLAN kostenlosAlle AlkoholikaTV,47.375148,8.517338,1.0,1.0,1.0,1.0,1.0,1.0
1705097215-209,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,La Taqueria,https://de.yelp.ch/biz/la-taqueria-z%C3%BCrich?osq=Restaurants,La Taqueria,4.4,(74 reviews),Mexikanisch,2.0,"La Taqueria ist ein authentisches, legeres, mexikanisches Esslokal im Zentrum von Zürich-Altstetten.
 Es verbindet schnellen und freundlichen Service mit unglaublichem mexikanischen Essen (Tacos!) 
und ein einladender Ort, um ein gutes Essen, ein kaltes mexikanisches Bier oder eine authentisch…",11:30 AM - 10:00 PM,Altstetterstrasse 140 a 8048 Zürich,Kreis 9,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387881%2C8.487561&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387881%2C8.487561&signature=vFImd0ZThIq_c4XddbsF96ZA8yc=,"Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenParkieren an der Strasse, Parkieren auf KundenparkplatzWLAN kostenlosAlle AlkoholikaHunde erlaubtRollstuhlgerechtKein TV",47.387881,8.487561,1.0,1.0,1.0,1.0,1.0,1.0
1705097221-210,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Burgermeister,https://de.yelp.ch/biz/burgermeister-z%C3%BCrich-2?osq=Restaurants,Burgermeister,4.0,(4 reviews),Burger,,,11:00 AM - 4:00 AM (Folgetag),Kasernenstrasse 77 B 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376306%2C8.534150&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376306%2C8.534150&signature=USGlyPTR3JZ1om4qsc4EMyLyEps=,TV,47.376306,8.53415,,,,,,1.0
1705097226-211,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,La Muña,https://de.yelp.ch/biz/la-mu%C3%B1a-z%C3%BCrich?osq=Restaurants,La Muña,5.0,(3 reviews),Japanisch,,,12:00 PM - 11:00 PM,Utoquai 45 8008 Zürich,Kreis 8,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.362780%2C8.547407&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.362780%2C8.547407&signature=OfVnd30ta8qUFSqA5X7HVH-MG_E=,Edel,47.36278,8.547407,,,,,,
1705097239-213,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Alpenrose,https://de.yelp.ch/biz/alpenrose-z%C3%BCrich-2?osq=Restaurants,Alpenrose,4.5,(23 reviews),Schweizer Küche,3.0,"Die Alpenrose ist seit dem 23. Juli 2016 dauerhaft geschlossen. Tine und Katharina, die grossartigen
Wirtinnen, der Alpenrose widmen sich neuen Projekten.  Alle Beiträge bis und mit 23. Juli 2016
betreffen die Alpenrose, wie wir sie kennen. Diese Alpenrose gibt es aber nicht mehr.  Alle Beiträg…",9:00 AM - 11:00 PM,Fabrikstrasse 12 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387221%2C8.528477&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387221%2C8.528477&signature=hNmTKYExcet0AB37iYJoVNWx4no=,Reservationen möglichKeine MitnahmeFür Gruppen geeignetFür Kinder geeignetNur Bier & WeinTVKeine Sitzplätze im Freien,47.387221,8.528477,1.0,,1.0,1.0,1.0,1.0
1705097247-214,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,SchnitzelHuus,https://de.yelp.ch/biz/schnitzelhuus-z%C3%BCrich?osq=Restaurants,SchnitzelHuus,3.3,(8 reviews),Schnitzel,2.0,,,Schwamendingenstrasse 48 8050 Zürich,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.406726%2C8.550693&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.406726%2C8.550693&signature=zod7rEVHnvHOmU-knJ2mOMZ7HKo=,Reservationen möglichLieferung möglichSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetNur Bier & WeinTV,47.406726,8.550693,1.0,1.0,1.0,,1.0,1.0
1705097254-215,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=20,Drei Stuben Restaurant,https://de.yelp.ch/biz/drei-stuben-restaurant-z%C3%BCrich?osq=Restaurants,Drei Stuben Restaurant,4.5,(15 reviews),Modern-Europäisch,3.0,,"11:00 AM - 3:00 PM, 5:00 PM - 12:00 AM (Folgetag)",Beckenhofstrasse 5 8006 Zürich,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383274%2C8.541596&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383274%2C8.541596&signature=aD9fsz1HN9ARkJfVmFML9kmFMRc=,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienLautFür Gruppen geeignetFür Kinder geeignetTV,47.383274,8.541596,1.0,0.0,1.0,1.0,1.0,1.0
1705097264-216,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Raclette Factory,https://de.yelp.ch/biz/raclette-factory-z%C3%BCrich?osq=Restaurants,Raclette Factory,4.4,(142 reviews),Schweizer Küche,2.0,"Wir sind das weltweit erste Raclette Restaurant und Take-Away. Bei uns gibt es Raclette in ein
Dutzend Variationen mit den unterschiedlichsten Käsesorten.",11:30 AM - 11:30 PM,Rindermarkt 1 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372384%2C8.543965&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372384%2C8.543965&signature=7k307CImYIyzP6gAgXjHdeVtidg=,"Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLeger, TrendyModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenBedienungWLAN kostenlosAlle AlkoholikaHunde erlaubtTVNicht Rollstuhlgerecht",47.372384,8.543965,1.0,0.0,1.0,1.0,1.0,1.0
