web-scraper-order,web-scraper-start-url,detail_link,detail_link-href,restaurant_name,total_stars,number_of_reviews,cuisine_type,price_class,raw_description,opening_times,address,amenities,district,long_lat,lat,long,reservation_status
1704906417-31,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Restaurant-Boucherie AuGust,https://de.yelp.ch/biz/restaurant-boucherie-august-z%C3%BCrich-2?osq=Restaurants,Restaurant-Boucherie AuGust,3.8,(40 reviews),Schweizer Küche,$$,"Fleischkäse, terrines, home-made pâtés and finest meat and saussages","6:30 AM - 10:30 AM, 11:30 AM - 10:00 PM",Rennweg 1 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372317%2C8.540048&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372317%2C8.540048&signature=fzYBOZ6tZtD4KbBLbElN9ACGAcc=,47.372317,8.540048,1.0
1704906422-32,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Bamboo Inn,https://de.yelp.ch/biz/bamboo-inn-z%C3%BCrich?osq=Restaurants,Bamboo Inn,4.0,(2 reviews),Chinesisch,,,"11:30 AM - 2:00 PM, 6:00 PM - 10:00 PM",Culmannstrasse 19 8006 Zürich,Lieferung möglichBestellung zum AbholenFür Kinder geeignet,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380480%2C8.547261&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380480%2C8.547261&signature=rTqxugR9v9x0PMlqjndvRkyQoiw=,47.38048,8.547261,
1704906426-33,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Restaurant Culmann,https://de.yelp.ch/biz/restaurant-culmann-z%C3%BCrich-2?osq=Restaurants,Restaurant Culmann,4.0,(1 review),Pizza,,,"11:00 AM - 2:30 PM, 5:00 PM - 11:00 PM",Culmannstrasse 1 8006 Zürich,,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.379629%2C8.546956&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.379629%2C8.546956&signature=5ycuDyuTTvs3v_35JmGPj0eBxpE=,47.379629,8.546956,
1704906431-34,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Azzurro,https://de.yelp.ch/biz/azzurro-z%C3%BCrich?osq=Restaurants,Azzurro,4.0,(2 reviews),Fast Food,$$,,9:30 AM - 6:30 PM,Weinbergstrasse 95 8006 Zürich,Bestellung zum AbholenKeine ReservierungenSitzplätze im FreienFür Kinder geeignet,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384693%2C8.542618&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384693%2C8.542618&signature=idAf1lmzc9euhTdyyb5usWsHW20=,47.384693,8.542618,0.0
1704906435-35,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Lucky Noodle,https://de.yelp.ch/biz/lucky-noodle-z%C3%BCrich?osq=Restaurants,Lucky Noodle,4.0,(1 review),Chinesisch,,,11:30 AM - 10:00 PM,Sihlporte 3 8001 Zürich,,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372459%2C8.534041&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372459%2C8.534041&signature=xG8qhWX2I58ALIMc2e0QgmEmTOU=,47.372459,8.534041,
1704906439-36,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Die Tomate,https://de.yelp.ch/biz/die-tomate-z%C3%BCrich?osq=Restaurants,Die Tomate,3.0,(4 reviews),Steakhouse,$$,,5:00 AM - 2:00 PM,Klingenstrasse 34 8005 Zürich,Reservationen möglichSitzplätze im FreienModerate LautstärkeFür Gruppen geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381910%2C8.533834&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381910%2C8.533834&signature=ju-svU2V6PhLXUaaBIAYlSu8k98=,47.38191,8.533834,1.0
1704906444-37,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Millennium,https://de.yelp.ch/biz/millennium-z%C3%BCrich-2?osq=Restaurants,Millennium,4.4,(14 reviews),Türkisch,$$,,7:30 AM - 1:00 AM (Folgetag),Limmatplatz 1 8005 Zürich,Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384212%2C8.531719&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384212%2C8.531719&signature=g9sSsQ7DCIKBudT4K0F3RL3ODJs=,47.384212,8.531719,0.0
1704906448-38,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Restaurant a fatt,https://de.yelp.ch/biz/restaurant-a-fatt-z%C3%BCrich?osq=Restaurants,Restaurant a fatt,5.0,(1 review),Chinesisch,,,11:00 AM - 10:00 PM,Limmatstrasse 189 8005 Zürich,Bestellung zum AbholenSitzplätze im FreienNur Bier & WeinKeine Happy Hour,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.386335%2C8.529036&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.386335%2C8.529036&signature=QJF90RT5F6IVnMYvA_RnqYPhNBw=,47.386335,8.529036,
1704906452-39,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Ristorante Cucina,https://de.yelp.ch/biz/ristorante-cucina-z%C3%BCrich-2?osq=Restaurants,Ristorante Cucina,4.3,(7 reviews),Pizza,$$,Surround yourself with Pizza - Best Pizza in town!,8:00 AM - 11:00 PM,Kasernenstrasse 77 A 8004 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376094%2C8.533832&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376094%2C8.533832&signature=Xgv2eW_ti8owEGaFrxh91w0WaI8=,47.376094,8.533832,1.0
1704906457-40,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=200,Sorell Restaurant Zürichberg,https://de.yelp.ch/biz/sorell-restaurant-z%C3%BCrichberg-z%C3%BCrich?osq=Restaurants,Sorell Restaurant Zürichberg,4.0,(2 reviews),Schweizer Küche,,,"6:30 AM - 2:00 PM, 6:00 PM - 11:30 PM",Orellistrasse 21 8044 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceFür Kinder geeignet,Kreis 7,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.382461%2C8.566882&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.382461%2C8.566882&signature=0xYWjrQJ7KEraifQJXIkEzeoll4=,47.382461,8.566882,1.0
1704906467-41,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Restaurant Pyramids,https://de.yelp.ch/biz/restaurant-pyramids-z%C3%BCrich?osq=Restaurants,Restaurant Pyramids,4.8,(5 reviews),Orientalisch,$$,,"11:30 AM - 2:00 PM, 5:30 PM - 10:00 PM",Werdstrasse 99 8004 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.371555%2C8.526125&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.371555%2C8.526125&signature=5-m6wDitWdRetAPuAhQIYuA7-UE=,47.371555,8.526125,1.0
1704906471-42,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Rico’s,https://de.yelp.ch/biz/ricos-k%C3%BCsnacht-zh?osq=Restaurants,Rico's,3.3,(4 reviews),Schweizer Küche,,,"12:00 PM - 2:00 PM, 7:00 PM - 10:00 PM",Seestrasse 160 8700 Küsnacht Zh,Reservationen möglichSitzplätze im FreienAlle Alkoholika,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.315517%2C8.579823&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.315517%2C8.579823&signature=tP5vWkWUjm6a6mPJqqF2WGBu_Y8=,47.315517,8.579823,1.0
1704906476-43,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Restaurant La Mimosa,https://de.yelp.ch/biz/restaurant-la-mimosa-z%C3%BCrich?osq=Restaurants,Restaurant La Mimosa,3.8,(4 reviews),Reisen & Tourismus,$$,,,General-Wille-Strasse 8 8002 Zürich,Reservationen möglichBestellung zum AbholenLautFür Gruppen geeignet,Kreis 2,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.363592%2C8.534122&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.363592%2C8.534122&signature=4iqR9l24IFVh5F9hE88TNgKcPA8=,47.363592,8.534122,1.0
1704906480-44,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Qq Sushi,https://de.yelp.ch/biz/qq-sushi-z%C3%BCrich?osq=Restaurants,Qq Sushi,4.3,(8 reviews),Sushi,,,"11:30 AM - 3:00 PM, 5:30 PM - 11:00 PM",Stampfenbachstrasse 6 8001 Zürich,,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377502%2C8.543939&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377502%2C8.543939&signature=dpwDbzon7WjAhqjBjuadiF0p1LU=,47.377502,8.543939,
1704906485-45,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Pizzeria Romantica Alili,https://de.yelp.ch/biz/pizzeria-romantica-alili-z%C3%BCrich?osq=Restaurants,Pizzeria Romantica Alili,4.0,(1 review),Reisen & Tourismus,$$,,,Stampfenbachstrasse 68 8006 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381541%2C8.542211&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381541%2C8.542211&signature=s5Oo8NG_CVXogG-7gogQRRfQVug=,47.381541,8.542211,1.0
1704906489-46,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Chimy’s,https://de.yelp.ch/biz/chimy-s-z%C3%BCrich?osq=Restaurants,Chimy’s,4.7,(3 reviews),Vegetarisch,,,"11:30 AM - 2:00 PM, 6:00 PM - 11:00 PM",Neugasse 76 8005 Zürich,TV,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383290%2C8.528432&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383290%2C8.528432&signature=dZ7eT-3vYAGDnH84pXHmYcBA9A8=,47.38329,8.528432,
1704906493-47,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Restaurant Mähnamnan,https://de.yelp.ch/biz/restaurant-m%C3%A4hnamnan-z%C3%BCrich?osq=Restaurants,Restaurant Mähnamnan,5.0,(1 review),Thailändisch,$,,,Beckenhofstrasse 70 8006 Zürich,Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im Freien,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387354%2C8.539885&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387354%2C8.539885&signature=fJDNx9WU4eB9rgZXM2hGlCYGoyA=,47.387354,8.539885,0.0
1704906498-48,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Ooki,https://de.yelp.ch/biz/ooki-z%C3%BCrich-3?osq=Restaurants,Ooki,4.1,(13 reviews),Ramen,,,"11:30 AM - 2:00 PM, 6:30 PM - 12:00 AM (Folgetag)",Zentralstrasse 53 8003 Zürich,Reservationen möglichVegane Angebote,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372047%2C8.518616&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372047%2C8.518616&signature=ru-ae_J6Ffcy2D1shQsthULe_5A=,47.372047,8.518616,1.0
1704906502-49,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,LaZoupa Restaurant & Bar,https://de.yelp.ch/biz/lazoupa-restaurant-und-bar-z%C3%BCrich?osq=Restaurants,LaZoupa Restaurant & Bar,4.0,(5 reviews),Suppe & Eintopf,$$,,8:30 AM - 12:00 AM (Folgetag),Torgasse 5 8001 Zürich,Bestellung zum AbholenKein LieferserviceFür Kinder geeignetWLAN kostenlos,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.368231%2C8.545519&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.368231%2C8.545519&signature=UFu6cdfFtq8iycvb4_CS57uQdW8=,47.368231,8.545519,
1704906507-50,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=190,Kantorei,https://de.yelp.ch/biz/kantorei-z%C3%BCrich-2?osq=Restaurants,Kantorei,4.1,(15 reviews),Österreichisch,$$,,9:00 AM - 12:00 AM (Folgetag),Neumarkt 2 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372400%2C8.545589&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372400%2C8.545589&signature=L1y5MJqhMblZs2J2XQf75Q1ocbk=,47.3724,8.545589,1.0
1704906517-51,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Planet 5,https://de.yelp.ch/biz/planet-5-z%C3%BCrich?osq=Restaurants,Planet 5,4.5,(2 reviews),International,,,9:00 AM - 4:00 PM,Sihlquai 240 8005 Zürich,Reservationen möglichFür Gruppen geeignetFür Kinder geeignet,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387726%2C8.529724&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387726%2C8.529724&signature=9Ij15AWUbI-yqBjg02dN47iHaHs=,47.387726,8.529724,1.0
1704906521-52,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Burgers & Shakes,https://de.yelp.ch/biz/burgers-und-shakes-opfikon?osq=Restaurants,Burgers & Shakes,4.6,(11 reviews),Burger,$$,,11:00 AM - 10:00 PM,Boulevard Lilienthal 29 8152 Opfikon,Bestellung zum AbholenKeine ReservierungenEdelModerate Lautstärke,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.422340%2C8.561083&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.422340%2C8.561083&signature=X8Qc000aT3U_lg1UdJwC11g0GuQ=,47.42234,8.561083,0.0
1704906526-53,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Molino,https://de.yelp.ch/biz/molino-z%C3%BCrich-3?osq=Restaurants,Molino,4.0,(4 reviews),Italienisch,,,10:00 AM - 12:00 AM (Folgetag),Gasometerstrasse 26 8005 Zürich,,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384074%2C8.529116&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384074%2C8.529116&signature=wx8CgTeGYMlvQEQ84rFHDRVtJ4A=,47.384074,8.529116,
1704906530-54,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Restaurant Lumière,https://de.yelp.ch/biz/restaurant-lumi%C3%A8re-z%C3%BCrich?osq=Restaurants,Restaurant Lumière,4.3,(11 reviews),Französisch,,,"11:30 AM - 2:30 PM, 6:00 PM - 11:00 PM",Widdergasse 5 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372140%2C8.540088&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372140%2C8.540088&signature=vKCX4suqoZbG3Jv4or1rDCHKEQU=,47.37214,8.540088,1.0
1704906535-55,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Restaurant Kreis 6,https://de.yelp.ch/biz/restaurant-kreis-6-z%C3%BCrich?osq=Restaurants,Restaurant Kreis 6,4.1,(23 reviews),Schweizer Küche,$$$,,"12:00 PM - 2:30 PM, 6:00 PM - 12:00 AM (Folgetag)",Scheuchzerstrasse 65 8006 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.386189%2C8.545206&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.386189%2C8.545206&signature=fafXpiRKUXCcFB90PbcvfceL4WI=,47.386189,8.545206,1.0
1704906539-56,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Annam Café,https://de.yelp.ch/biz/annam-caf%C3%A9-z%C3%BCrich?osq=Restaurants,Annam Café,5.0,(1 review),Vietnamesisch,,,6:30 AM - 10:00 PM,Sihlfeldstrasse 10 8003 Zürich,,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.372975%2C8.517666&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.372975%2C8.517666&signature=Y2XPhv6EJsIiKQ3BP_ZwPvYfWZk=,47.372975,8.517666,
1704906543-57,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Rheinfelder Bierhalle,https://de.yelp.ch/biz/rheinfelder-bierhalle-z%C3%BCrich?osq=Restaurants,Rheinfelder Bierhalle,4.1,(105 reviews),Bierhalle,$$,,9:00 AM - 12:00 AM (Folgetag),Niederdorfstrasse 76 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.375908%2C8.544206&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.375908%2C8.544206&signature=0A28_3EEvWfNgby7u1jcXiVUQdA=,47.375908,8.544206,1.0
1704906547-58,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,Khujug,https://de.yelp.ch/biz/khujug-z%C3%BCrich?osq=Restaurants,Khujug,4.3,(4 reviews),Chinesisch,,,"11:00 AM - 2:30 PM, 6:00 PM - 11:00 PM",Schöneggstrasse 5 8004 Zürich,,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.379722%2C8.527266&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.379722%2C8.527266&signature=4i8-3JGE5eoToYx-mXh_R4h4wTY=,47.379722,8.527266,
1704906553-59,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,AYVERDI’S,https://de.yelp.ch/biz/ayverdis-wiedikon-2?osq=Restaurants,AYVERDI'S,4.0,(1 review),Döner & Kebab,,Gourmet Kebab Wagyu Kebab,11:00 AM - 11:00 PM,Badenerstrasse 415 8003 Wiedikon,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.379789%2C8.506076&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.379789%2C8.506076&signature=I7c3JvxG2N9gA76ObFR40DT56jY=,47.379789,8.506076,1.0
1704906557-60,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=180,DAPUR,https://de.yelp.ch/biz/dapur-z%C3%BCrich-2?osq=Restaurants,DAPUR,4.5,(17 reviews),Indonesisch,$$$,Vegan Indonesian Kitchen,"11:30 AM - 2:00 PM, 6:00 PM - 9:30 PM",Schaffhauserstrasse 373 8050 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeVegane Angebote,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.411759%2C8.546449&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.411759%2C8.546449&signature=TE2jjeYkIHT1eN6XLqymPviqBKg=,47.411759,8.546449,1.0
1704906567-61,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=170,Namaste Oerlikon,https://de.yelp.ch/biz/namaste-oerlikon-z%C3%BCrich?osq=Restaurants,Namaste Oerlikon,4.3,(4 reviews),Indisch,,,"11:00 AM - 2:00 PM, 5:00 PM - 11:00 PM",Ellen-Widmann-Weg 6 8050 Zürich,,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.414934%2C8.539511&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.414934%2C8.539511&signature=dQynF4L2Wyn7RkBoJyPA54Z_Xp8=,47.414934,8.539511,
